get,class,nThreads,totalTime
0,class java.util.concurrent.ConcurrentHashMap,512,154
0,class java.util.concurrent.ConcurrentHashMap,512,256
0,class java.util.concurrent.ConcurrentHashMap,512,153
0,class java.util.concurrent.ConcurrentHashMap,512,201
0,class java.util.concurrent.ConcurrentHashMap,512,149
0,class java.util.concurrent.ConcurrentHashMap,512,164
0,class java.util.concurrent.ConcurrentHashMap,512,156
0,class java.util.concurrent.ConcurrentHashMap,512,151
0,class java.util.concurrent.ConcurrentHashMap,512,187
0,class java.util.concurrent.ConcurrentHashMap,512,154
0,class java.util.concurrent.ConcurrentHashMap,512,158
0,class java.util.concurrent.ConcurrentHashMap,512,145
0,class java.util.concurrent.ConcurrentHashMap,512,160
0,class java.util.concurrent.ConcurrentHashMap,512,147
0,class java.util.concurrent.ConcurrentHashMap,512,165
0,class java.util.concurrent.ConcurrentHashMap,512,154
0,class java.util.concurrent.ConcurrentHashMap,512,201
0,class java.util.concurrent.ConcurrentHashMap,512,155
0,class java.util.concurrent.ConcurrentHashMap,512,139
0,class java.util.concurrent.ConcurrentHashMap,512,152
0,class java.util.concurrent.ConcurrentHashMap,512,151
0,class java.util.concurrent.ConcurrentHashMap,512,197
0,class java.util.concurrent.ConcurrentHashMap,512,158
0,class java.util.concurrent.ConcurrentHashMap,512,165
0,class java.util.concurrent.ConcurrentHashMap,512,149
0,class java.util.concurrent.ConcurrentHashMap,512,147
0,class java.util.concurrent.ConcurrentHashMap,512,147
0,class java.util.concurrent.ConcurrentHashMap,512,144
0,class java.util.concurrent.ConcurrentHashMap,512,154
0,class java.util.concurrent.ConcurrentHashMap,512,144
0,class java.util.concurrent.ConcurrentHashMap,512,160
0,class java.util.concurrent.ConcurrentHashMap,512,149
0,class java.util.concurrent.ConcurrentHashMap,512,153
0,class java.util.concurrent.ConcurrentHashMap,512,160
0,class java.util.concurrent.ConcurrentHashMap,512,156
0,class java.util.concurrent.ConcurrentHashMap,512,152
0,class java.util.concurrent.ConcurrentHashMap,512,156
0,class java.util.concurrent.ConcurrentHashMap,512,146
0,class java.util.concurrent.ConcurrentHashMap,512,150
0,class java.util.concurrent.ConcurrentHashMap,512,163
0,class java.util.concurrent.ConcurrentHashMap,512,230
0,class java.util.concurrent.ConcurrentHashMap,512,190
0,class java.util.concurrent.ConcurrentHashMap,512,142
0,class java.util.concurrent.ConcurrentHashMap,512,152
0,class java.util.concurrent.ConcurrentHashMap,512,150
0,class java.util.concurrent.ConcurrentHashMap,512,155
0,class java.util.concurrent.ConcurrentHashMap,512,143
0,class java.util.concurrent.ConcurrentHashMap,1024,190
0,class java.util.concurrent.ConcurrentHashMap,1024,190
0,class java.util.concurrent.ConcurrentHashMap,1024,182
0,class java.util.concurrent.ConcurrentHashMap,1024,224
0,class java.util.concurrent.ConcurrentHashMap,1024,201
0,class java.util.concurrent.ConcurrentHashMap,1024,182
0,class java.util.concurrent.ConcurrentHashMap,1024,187
0,class java.util.concurrent.ConcurrentHashMap,1024,183
0,class java.util.concurrent.ConcurrentHashMap,1024,186
0,class java.util.concurrent.ConcurrentHashMap,1024,226
0,class java.util.concurrent.ConcurrentHashMap,1024,185
0,class java.util.concurrent.ConcurrentHashMap,1024,211
0,class java.util.concurrent.ConcurrentHashMap,1024,186
0,class java.util.concurrent.ConcurrentHashMap,1024,192
0,class java.util.concurrent.ConcurrentHashMap,1024,203
0,class java.util.concurrent.ConcurrentHashMap,1024,189
